Id,Predicted
1643,2394.1987788584133
1644,2508.6462150645434
1649,2462.6036207613142
1650,2499.74583075463
1669,2501.6745930337224
1671,2606.3079804837434
1679,2509.9602971986774
1682,2519.0031169336326
1685,2605.621366462432
1686,2484.091408479008
1690,2528.769018210641
1691,2576.9741538916833
1693,2477.9951203536193
1694,2431.8768095697374
1696,2561.2316143938187
1711,2509.4162552227926
1718,2557.4969342840054
1724,2717.2029955528405
1726,2598.293907238783
1727,2575.5337402351115
1734,2436.0766548592146
1748,2444.429285379779
1751,2498.9857282334024
1755,2518.7321734916177
1758,2522.5892022348803
1768,2508.5762063725792
1790,2432.6170817156
1792,2511.8611136814434
1798,2599.226087828373
1800,2599.108680106782
1802,2518.9443845225273
1806,2505.2749771718723
1807,2472.067972837232
1819,2485.2656712702483
1825,2513.87824957671
1845,2435.6849907333844
1846,2553.6462902742055
1849,2498.9857282334024
1856,2492.5332775759075
1859,2479.9717243511427
1860,2532.3167852737593
1863,2520.730447728677
1871,2547.567860331246
1872,2515.42820527191
1873,2481.8383413096767
1889,2591.355003686993
1890,2502.668024707391
1894,2542.835312525857
1895,2550.991998433626
1900,2474.7213894372203
1904,2452.58375080378
1906,2509.218964746643
1907,2494.6176079612037
1909,2562.355494184402
1910,2502.092937283519
1912,2510.8729485007693
1915,2531.252616676931
1919,2417.1678303569925
1927,2649.849632754512
1930,2603.1293622299277
1931,2570.6526771865247
1933,2496.9635428310403
1937,2529.625129661416
1951,2557.9941888052017
1952,2593.351212855501
1960,2498.9857282334024
1962,2582.1181007383543
1967,2509.6377144154003
1968,2513.390374271965
1969,2463.396776125868
1975,2494.7856070527782
1977,2502.0504993610766
1978,2432.2768548443505
1981,2501.060441012032
1984,2473.9626778402335
1987,2734.04441489792
1988,2470.2598348161455
1996,2553.2470044993433
1998,2528.997002361025
1999,2627.7984129890388
2000,2599.8082082722353
2003,2514.1096684865233
2006,2554.1346677422644
2007,2401.796917160161
2013,2494.7627570363497
2014,2704.2616520110328
2016,2524.6914181884367
2022,2519.9132558094534
2026,2504.885897836063
2028,2535.397392192808
2029,2420.819890745981
2040,2498.9857282334024
2042,2498.9857282334024
2043,2474.5659760419153
2046,2497.172264685257
2050,2513.004055855792
2063,2601.619868700758
2065,2505.8786835984356
2066,2494.3883063190106
2068,2505.780554840494
2073,2492.6207461065765
2077,2470.946448837457
2079,2522.3557397324676
2082,2585.392345297324
2085,2577.6991152494447
2088,2482.0654851321474
2093,2546.767281395772
2096,2405.4036565150914
2105,2473.4255189220958
2109,2518.9494288217966
2111,2484.447616276201
2112,2468.2249066708227
2114,2460.385280983358
2135,2440.914008635635
2144,2484.318250337188
2146,2483.4290628825597
2148,2526.2985892657944
2149,2428.2792854144877
2153,2434.9516956731113
2159,2366.364810360417
2162,2448.070226774744
2167,2602.772780591876
2171,2532.6190380507496
2182,2573.120835745433
2190,2432.7081472458162
2194,2411.5496122327254
2195,2555.1011932418824
2201,2549.5990987681384
2204,2403.3131706804093
2211,2552.8756268762804
2217,2467.2631071366777
2226,2474.708536502702
2228,2601.40248756324
2234,2519.003830380342
2239,2435.0904971275913
2241,2491.099771702268
2243,2524.306509554388
2254,2561.5552312791892
2258,2498.9857282334024
2259,2473.6346206808607
2263,2430.367206328662
2265,2602.249723772675
2268,2520.553123968448
2279,2548.279873967993
2280,2502.847383162729
2282,2427.266545777364
2296,2474.924297192912
2302,2556.2549527925635
2303,2415.25331115207
2307,2537.7237962395543
2317,2519.319612680743
2320,2357.8322500118124
2321,2462.4634773315056
2330,2404.08675461059
2331,2499.1989089818385
2334,2400.1263519372037
2342,2472.1514091362014
2345,2471.296147406958
2352,2471.241346063621
2353,2463.3232671407527
2357,2560.979020240871
2359,2590.8982868768626
2360,2450.851279425579
2362,2406.7009120981133
2364,2406.188598150281
2366,2503.3868710825204
2367,2445.6278442305365
2368,2487.4575045514825
2376,2533.6256263025944
2378,2566.904306264802
2383,2565.448854461448
2385,2471.2168734654233
2386,2444.403614390521
2389,2601.6382262840752
2393,2420.2096850416206
2402,2471.9603602574034
2407,2544.029891598551
2421,2463.5731451226184
2427,2501.6948565125344
2430,2451.163868648242
2432,2597.09055770938
2437,2391.786554478759
2452,2653.5231596972017
2455,2555.4554885510374
2458,2556.6010443096648
2460,2528.578944095524
2461,2555.1812186869524
2463,2514.96503574865
2466,2572.8507318897696
2467,2407.4588645078375
2468,2442.380042708072
2470,2512.8713287169285
2478,2549.756390228419
2480,2592.9500193531194
2481,2517.5244190684098
2489,2495.036344697798
2490,2514.175316491918
2492,2542.735437868073
2496,2526.084707647363
2502,2498.9857282334024
2522,2471.0720667150717
2524,2541.5229823607356
2526,2494.768946367759
2528,2555.0237710392967
2530,2460.939100495521
2541,2497.5733250417607
2546,2498.9857282334024
2548,2391.94108222234
2549,2466.7119459219552
2550,2466.025331900644
2553,2470.1877260507395
2558,2523.8990709192612
2566,2478.124207517474
2567,2364.7823860020007
2568,2554.5749660679394
2570,2524.793727923692
2574,2601.0825432176516
2580,2476.885357530695
2584,2572.281572461724
2585,2467.7069205190737
2587,2512.2306465015436
2595,2430.710722143163
2596,2515.118108366501
2601,2363.195217980049
2607,2602.934610022459
2610,2446.333205579155
2611,2498.667653499535
2615,2599.130419129969
2623,2501.719049590697
2625,2462.28935223263
2634,2498.9857282334024
2638,2535.5596696556036
2644,2445.784992676768
2645,2596.53199048283
2661,2691.8613567578022
2665,2479.8697509801
2676,2446.987566784034
2677,2519.873287445505
2679,2471.3766553407067
2681,2599.6857866000996
2685,2625.4618786158217
2687,2600.5043606193
2692,2405.3161507975256
2697,2469.153906503076
2701,2429.613843384496
2702,2608.5252025083873
2708,2551.196432009531
2719,2414.0835631883597
2729,2513.7656419408763
2734,2524.782269181538
2735,2516.47035840943
2737,2548.5630247838008
2738,2427.5027179609765
2740,2562.035182197478
2744,2492.148288993438
2748,2517.069787027333
2750,2486.739711804316
2753,2522.3181728435734
2757,2511.811451072164
2758,2473.378738911782
2763,2592.425140271848
2767,2400.352963139572
2771,2449.125595309742
2773,2535.8604987314084
2778,2408.6512106161736
2782,2557.4139575949166
2783,2470.010192590289
2784,2558.058650639656
2787,2519.222948153504
2789,2510.426826232874
2791,2552.4524187795464
2793,2440.7618971087973
2797,2517.5244190684098
2802,2520.7474657621915
2820,2683.272770803159
2822,2492.6926267937456
2826,2539.383644270546
2828,2527.040242446446
2832,2463.4362273538213
2833,2445.6097400088865
2835,2523.0192577235503
2836,2588.728769696626
2841,2545.098899192336
2850,2566.3661963593004
2855,2523.275816256192
2858,2718.0265274347357
2860,2494.445631875903
2861,2500.8641632109075
2864,2603.6430701024296
2866,2543.112650025234
2882,2426.093719855285
2883,2484.0307432609375
2892,2543.893998878499
2894,2488.936374736198
2896,2562.3098159843476
2900,2525.5088983607147
2902,2404.700625712292
2910,2482.203371024154
2911,2413.163631010921
2912,2464.9530217207525
2916,2519.559460866715
2923,2373.7694316287243
2929,2695.9666097504896
2934,2573.089318820587
2936,2632.9378807409253
2939,2427.554001320563
2946,2523.528114313878
2948,2412.3469788847287
2952,2579.55634462956
2954,2594.2683777219377
2955,2530.510406692534
2957,2521.860556245927
2962,2545.243107785354
2964,2428.3514382026483
2966,2463.5597578698435
2970,2531.321797169144
2974,2524.7559994848593
2982,2704.402934236132
2987,2499.1041878854244
2988,2558.498351347057
2990,2597.6822722323777
2995,2556.753600060949
2996,2445.0267319183704
2999,2413.576977256907
3003,2517.148473322682
3006,2440.356458338002
3007,2461.3000709326025
3008,2543.6297784685726
3010,2409.7768980585347
3013,2428.1699635482596
3015,2526.356729224353
3017,2445.8133716755133
3023,2577.1350517101723
3027,2423.959274381732
3035,2574.5668354418476
3038,2496.152012812649
3041,2401.21896473718
3045,2495.2340289978474
3049,2551.3816663673274
3051,2519.1219775126615
3052,2584.8265323024534
3063,2426.713977789732
3066,2599.5774349021244
3074,2705.6982179840843
3078,2576.8018146536574
3080,2570.7735381383013
3082,2540.544964658767
3087,2441.0068146654507
3089,2546.9876236970736
3092,2465.404973147457
3104,2587.4129550190873
3105,2521.549358269367
3109,2384.989784292227
3110,2526.321311092948
3116,2475.127081852007
3117,2444.303917891504
3118,2582.86751267226
3119,2514.48974706531
3120,2565.1761771770384
3121,2564.320182478179
3122,2544.349229589907
3123,2488.683722335049
3131,2444.9202722299815
3134,2536.824041195052
3137,2563.0421082057132
3144,2497.86518452063
3146,2451.0400202274545
3148,2467.917561886754
3154,2435.05853254429
3158,2603.4921954821953
3162,2572.003867807363
3164,2551.8308975064997
3168,2472.0586916330217
3169,2555.7202709905164
3170,2474.094000124942
3174,2439.0946766796424
3176,2494.664161249879
3177,2513.7901779150825
3178,2528.2561935609197
3180,2631.4538254130484
3184,2528.2448456410684
3186,2608.103766622476
3197,2503.478778272403
3204,2498.9857282334024
3214,2516.755331741657
3226,2556.908457032574
3229,2517.316147052045
3234,2533.7763796380236
3235,2540.247779446184
3239,2517.5244190684098
3246,2430.5685210609204
3248,2522.3557397324676
3253,2554.6937816218974
3256,2521.4738764380786
3258,2438.394234799975
3259,2559.494196751146
3263,2397.951952804885
3266,2547.1937054125383
3276,2679.4480000084773
3286,2695.229853670696
3291,2434.9516956731113
3295,2512.008514819361
3299,2472.0970028019124
3301,2609.7158695270496
3305,2442.6389390294926
3313,2588.320471428032
3315,2524.7997175253895
3319,2520.831690464042
3321,2542.087892537727
3322,2643.1974463404777
3324,2452.5993798731783
3326,2523.0107386263894
3327,2439.8160943905837
3328,2526.9094596084033
3330,2510.274350092622
3331,2530.8148422572626
3334,2482.2889728259183
3340,2528.3112643470895
3343,2556.59264008199
3344,2489.522213818778
3351,2502.422658096712
3353,2457.7124541060853
3355,2464.9414852165214
3364,2560.9429365568553
3366,2479.062784036263
3367,2471.3964885345363
3368,2636.0187843967137
3369,2517.5668285151096
3372,2512.8713287169285
3374,2624.050528065809
3380,2437.5087562856484
3384,2516.1455100294265
3389,2538.8025063374075
3390,2551.733005781628
3393,2505.6197579303876
3395,2529.1245692486414
3400,2421.0308641558972
3405,2510.443351503491
3413,2498.9857282334024
3417,2584.462027544646
3429,2569.979085630014
3443,2528.0844685960915
3446,2473.387873658348
3448,2531.5347519361744
3453,2520.946895846486
3455,2579.15477107567
3456,2389.641294813209
3459,2542.546031963588
3462,2540.3755178084753
3463,2393.446410085997
3464,2473.627911607577
3472,2457.271254253669
3473,2439.7776066880347
3476,2403.988347565352
3480,2439.8655773672795
3483,2519.124231719021
3486,2362.246698468341
3488,2520.8920566871316
3490,2602.9011765259493
3491,2596.9287355108677
3492,2448.8872278728177
3493,2432.082769442273
3496,2524.431111838247
3497,2542.12138126446
3499,2437.7264364663524
3502,2521.48645652806
3508,2571.558591597059
3509,2501.363885339765
3513,2482.047007619144
3514,2610.676105618981
3518,2472.2947603208827
3527,2572.2864252430068
3528,2436.7977757053904
3532,2466.828100865861
3535,2412.644587607104
3536,2555.8776939727363
3541,2401.304856182103
3543,2686.0763751742434
3544,2682.6433050676897
3547,2491.653085158025
3556,2559.6651283104843
3557,2562.9723997061164
3562,2495.138830427522
3573,2532.4323602049317
3580,2395.9087992360496
3583,2477.9117744147247
3586,2473.3179093682993
3595,2547.4614483738083
3596,2599.130419129969
3602,2426.1250337931474
3605,2486.0530977830044
3607,2463.58320811342
3610,2510.443351503491
3616,2508.027917381974
3622,2556.1740389455185
3623,2520.6051826765556
3625,2435.5407140644816
3635,2558.3225793708048
3636,2487.991365738496
3644,2561.264514330069
3654,2487.07111384746
3659,2655.2190732477343
3670,2470.0192173175874
3683,2566.899225027136
3684,2607.9612557066675
3689,2532.4354815601887
3691,2427.9077962633014
3696,2505.3659386587374
3705,2517.511136694283
3707,2562.167508119124
3715,2478.3319168252037
3718,2470.1222607562063
3719,2406.0860154912966
3721,2521.246515488126
3728,2563.066903134013
3739,2498.9857282334024
3741,2463.2709523045937
3744,2508.088709317768
3750,2556.8664436429526
3754,2557.8585014424402
3764,2553.1671498888713
3766,2493.877991297685
3774,2389.849912052094
3778,2534.4657573593745
3781,2499.2951698316433
3784,2561.6702662227594
3794,2596.8696551841927
3795,2437.8245732362325
3796,2505.0757423091986
3797,2432.3060901561407
3800,2535.1974820318137
3808,2526.7863106932923
3810,2541.766027056596
3816,2603.250294563233
3819,2485.1342302975127
3824,2441.98430470772
3826,2673.086535700065
3827,2518.6843938476054
3829,2568.4394379504665
3835,2702.0554628578557
3839,2506.740635912713
3842,2547.4725663933164
3843,2557.2264810600686
3847,2550.4795015010536
3854,2368.700525917908
3856,2448.262356220329
3859,2551.6153978044053
3860,2441.2749135643003
3862,2558.228088417903
3863,2445.1473207611357
3865,2593.351212855501
3867,2556.3408412889135
3869,2513.314587446437
3870,2446.331567582383
3871,2487.8811711941835
3873,2709.3468531616954
3874,2538.7008962483364
3877,2498.5055891902725
3881,2473.2924493553296
3882,2406.166421178393
3885,2437.389899254556
3888,2577.375847644542
3898,2552.8779230227365
3902,2498.9857282334024
3904,2554.839500063639
3905,2516.9388034923945
3911,2435.0233109295928
3920,2498.9857282334024
3925,2560.290126365284
3926,2518.587088680035
3927,2564.0708494971495
3933,2726.8491774258837
3934,2733.497360592023
3949,2621.5315343044276
3950,2564.816614606725
3955,2553.6393531012577
3956,2575.0647284245497
3958,2562.019769152024
3960,2495.8045431121036
3961,2496.491157133415
3964,2506.43574750176
3968,2534.000461115365
3975,2427.4982618357685
3982,2478.134458174606
3983,2533.2957908075887
3986,2462.5317963067237
3993,2455.701143872983
3994,2598.5307718994623
3995,2443.4287889678335
3999,2376.4307053896723
4001,2477.7942739901396
4005,2515.6356869234487
4014,2542.740324923628
4020,2402.3055625607726
4029,2407.3347625327756
4031,2467.0105351612146
4041,2520.0337277310614
4046,2558.4884900825846
4054,2562.0219467709735
4055,2589.31809589418
4058,2562.6691405323527
4065,2565.3292181666056
4068,2585.1739287633227
4070,2527.2173071244465
4073,2454.2944265875203
4076,2555.654227267604
4082,2391.473654210522
4086,2579.4785285406265
4091,2496.47642643616
4095,2533.1220955815
4101,2435.71486426451
4105,2464.076143594889
4108,2458.8123484984076
4110,2451.156818946241
4111,2526.5877331615593
4112,2512.6155410631222
4114,2608.0887154726606
4116,2442.763690226996
4117,2492.9943755900363
4121,2565.9286849217497
4124,2487.1860563835726
4126,2530.7671635635793
4129,2598.516659141738
4133,2446.989037538112
4138,2550.513836231522
4143,2455.6676546301414
4145,2588.121180190257
4148,2515.6940430320733
4150,2517.9039456216724
4152,2509.1462010720034
4157,2428.1226810395483
4172,2549.9598937873625
4180,2468.6432591822004
4186,2589.5284476209317
4189,2597.7438804641083
4192,2718.4025630193205
4193,2516.0687177203454
4197,2683.382630177103
4198,2513.501260807319
4201,2579.5705586709396
4205,2516.8378050470983
4213,2515.196043725602
4219,2444.8533574247126
4223,2532.934128828574
4231,2532.0634043252653
4233,2557.396063750201
4234,2507.6578108547815
4239,2389.641294813209
4243,2534.190610597854
4246,2529.16268143106
4250,2443.728613766219
4251,2450.621207716132
4267,2555.380395643209
4268,2463.5024362387353
4270,2532.8456477280583
4272,2573.97866430507
4279,2510.8507154687068
4282,2495.0611002131304
4283,2459.6950292899264
4286,2386.5413508829506
4287,2526.716312534549
4288,2548.5797928785128
4290,2521.4006462869916
4293,2517.5244190684098
4296,2526.0811457252466
4304,2512.0258259015613
4320,2500.4978131564403
4328,2512.8335444750355
4329,2564.112012351761
4330,2554.463920773257
4334,2456.961214003642
4342,2498.49091709689
4348,2536.2980387989346
4351,2583.6712770286495
4359,2498.9857282334024
4360,2692.278941906742
4361,2434.743829802094
4366,2463.9225381875085
4367,2553.6557237314055
4371,2512.4534724676355
4373,2558.783667266317
4374,2725.7799105012605
4378,2581.4070136754362
4380,2559.1223697531304
4383,2709.5755309254
4384,2432.092880384743
4387,2598.107178302219
4396,2550.567442158586
4401,2498.9857282334024
4403,2603.394715725202
4404,2408.280327129405
4405,2553.904706596532
4406,2449.468289434744
4409,2754.2674220396975
4411,2587.2711715803657
4416,2730.9494106869174
4419,2388.7460464523206
4420,2514.008875656413
4422,2512.5753863512814
4429,2545.069401514151
4430,2507.1309516339106
4433,2379.1727053497093
4435,2579.6260211097774
4438,2444.2304199479204
4440,2514.5094297042924
4441,2444.0072478701236
4447,2550.5177210587976
4448,2542.453872613779
4456,2511.766858446324
4458,2515.1999285528777
4460,2540.9327726741076
4464,2512.579271178557
4473,2509.891125083569
4475,2473.74377515988
4476,2479.1000716475833
4477,2440.9468010876503
4480,2421.5028436865255
4481,2539.5889390077264
4483,2469.86255136355
4487,2610.807233666746
4490,2558.731963812506
4492,2375.086804568164
4500,2503.6398772309412
4502,2562.3051445383785
4503,2563.6783725810014
4515,2468.020760198783
4518,2432.8398931233996
4525,2385.065324654259
4527,2584.887401321478
4537,2484.059109502769
4539,2591.5539477912266
4540,2528.0187550471264
4542,2590.427267761748
4543,2523.8990709192612
4544,2468.369177374275
4546,2711.7416913633947
4560,2448.4748108197823
4561,2495.5387420241145
4567,2476.359151460282
4569,2562.4344789843594
4571,2502.585704186463
4572,2568.925426316824
4580,2551.3890992938213
4587,2578.4785734709926
4592,2493.4650528488696
4598,2557.6628428595377
4599,2681.835813732825
4600,2403.3733113404087
4603,2564.1503139134757
4607,2430.062011941806
4608,2481.246995313389
4612,2499.320382601092
4622,2441.2976906864087
4627,2449.630441669632
4633,2585.497706187327
4638,2531.87537969651
4643,2518.2110330897194
4644,2533.6190150783577
4650,2558.796471265059
4651,2456.2972769044013
4652,2526.5479820303144
4655,2443.662016328685
4657,2525.821130074325
4658,2586.913916860094
4659,2478.362438829259
4660,2610.731539150466
4661,2558.309110376082
4667,2473.867147227778
4668,2603.543980976187
4669,2430.0653837718737
4677,2621.4008557211105
4678,2453.2830547350814
4679,2527.4281076191064
4680,2398.810320038274
4682,2557.375576152721
4684,2424.65530195693
4694,2552.923373645751
4695,2585.28988875942
4699,2498.9857282334024
4700,2722.689053027812
4706,2562.5485984042934
4708,2602.0218187797327
4715,2489.717901193595
4717,2594.2947106183565
4721,2605.427584035207
4723,2632.9378807409253
4728,2512.8518616331603
4732,2492.4487390863733
4744,2432.813147893366
4749,2416.636883434743
4751,2462.050477408135
4753,2408.876053699955
4761,2600.4191366174473
4766,2508.8579762162167
4767,2526.938098012395
4772,2597.173994519049
4789,2523.616781398947
4790,2480.7256334060803
4801,2425.543470621027
4802,2572.3083714738095
4803,2604.1034604401625
4807,2603.039793991768
4810,2561.3485681761667
4820,2472.1749067792316
4824,2686.727047549326
4835,2562.7207190617787
4837,2441.888215839171
4838,2540.731382435604
4841,2599.4166592073866
4848,2536.54703675332
4849,2540.8571811465254
4851,2543.477838520848
4852,2517.282771141663
4856,2498.9857282334024
4862,2562.4836264425394
4864,2555.0070733239104
4868,2509.1462010720034
